apn,address,station,band,current_zone,current_max_height_ft,current_max_height_raw,sb79_floor_ft,lot_sf,year_built,historic_status,lat,lon
142-03-041,,univ,1/2mi,CC,,Cannot assess for this zone.,65,421355,1972,none,37.43915,-122.174041
142-04-007,"395 Quarry Rd, Palo Alto",univ,1/2mi,CN,,Cannot assess for this zone.,65,20009,1997,none,37.439678,-122.170597
142-04-011,"281 Quarry Rd, Palo Alto",univ,1/2mi,HD,,Cannot assess for this zone.,65,13474,1900,none,37.441179,-122.169914
142-04-019,"213 Quarry Rd, Palo Alto",univ,1/4mi,HD,,Cannot assess for this zone.,75,409542,,Category 1,37.441091,-122.168565
142-04-019,"211 Quarry Rd, Palo Alto",univ,1/4mi,HD,,Cannot assess for this zone.,75,409542,,Category 1,37.441091,-122.168565
142-04-019,"217 Quarry Rd, Palo Alto",univ,1/4mi,HD,,Cannot assess for this zone.,75,409542,,Category 1,37.441091,-122.168565
142-04-019,"215 Quarry Rd, Palo Alto",univ,1/4mi,HD,,Cannot assess for this zone.,75,409542,,Category 1,37.441091,-122.168565
142-20-010,"777 California Av, Palo Alto",calave,1/2mi,RP; RP (L),,Cannot assess for this zone.,65,130764,1955,none,37.422556,-122.146425
142-20-011,"601 California Av, Palo Alto",calave,1/2mi,RP; RP (L),,Cannot assess for this zone.,65,273696,1998,none,37.423259,-122.145841
142-20-012,"505 California Av, Palo Alto",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,32872,1958,none,37.424462,-122.145954
142-20-035,"3128 El Camino Real, Palo Alto",calave,1/2mi,CS,,Cannot assess for this zone.,65,51723,1974,none,37.421085,-122.139509
142-20-048,"2600 El Camino Real, Palo Alto",calave,1/2mi,CS,,Cannot assess for this zone.,65,72425,2020,none,37.423756,-122.144607
142-20-054,"3150 El Camino Real, Palo Alto",calave,1/2mi,CS,,Cannot assess for this zone.,65,32873,1962,Found Not CRHR Eligible by Page Turnbull;20210408,37.420813,-122.139088
142-20-072,"3000 El Camino Real, Palo Alto",calave,1/2mi,PC-4637,,Cannot assess for this zone.,65,653547,1972,none,37.42118,-122.141484
142-20-079,,calave,1/2mi,CS,,Cannot assess for this zone.,65,8257,,none,37.421275,-122.139874
142-20-080,,calave,1/2mi,CS,,Cannot assess for this zone.,65,4955,,none,37.421239,-122.139805
142-20-089,"620 Page Mill Rd, Palo Alto",calave,1/2mi,RP,,Cannot assess for this zone.,65,448300,1995,none,37.421517,-122.144754
142-20-089,"650 Page Mill Rd, Palo Alto",calave,1/2mi,RP,,Cannot assess for this zone.,65,448300,1995,none,37.421517,-122.144754
142-20-089,"640 Page Mill Rd, Palo Alto",calave,1/2mi,RP,,Cannot assess for this zone.,65,448300,1995,none,37.421517,-122.144754
142-20-089,"642 Page Mill Rd, Palo Alto",calave,1/2mi,RP,,Cannot assess for this zone.,65,448300,1995,none,37.421517,-122.144754
142-20-099,"2700 El Camino Real, Palo Alto #Meter",calave,1/2mi,PF (AS3),,Cannot assess for this zone.,65,257221,,none,37.422929,-122.143563
142-20-099,"2650 El Camino Real, Palo Alto",calave,1/2mi,PF (AS3),,Cannot assess for this zone.,65,257221,,none,37.422929,-122.143563
142-20-100,"2500 El Camino Real, Palo Alto #422",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #317",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #201",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #305",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #203",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #312",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #206",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #100",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #225",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #409",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #214",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #416",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #411",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #313",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #222",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #226",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #219",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #221",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #303",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #103",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #308",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #309",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #415",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #414",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #213",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #413",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #418",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #417",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #207",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #306",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #426",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #410",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #208",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #324",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #318",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #319",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #211",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #321",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #421",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #322",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #216",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #210",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #301",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #202",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #304",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #314",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #209",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #205",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #302",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #310",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #315",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #423",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #105",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #316",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #420",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #110",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #307",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #412",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #419",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #311",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #217",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #204",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #215",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #212",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #325",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #224",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #323",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #424",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #218",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #425",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #220",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #320",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #326",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
142-20-100,"2500 El Camino Real, Palo Alto #223",calave,1/2mi,CS (AS1),,Cannot assess for this zone.,65,78400,2016,none,37.424163,-122.145382
147-08-047,"525 San Antonio Av, Palo Alto",sanantonio,1/2mi,R-1 (8000),30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,84039,,none,37.414724,-122.104912
147-08-053,"4120 Middlefield Rd, Palo Alto",sanantonio,1/2mi,PF (D); PF,,Cannot assess for this zone.,65,1366294,,none,37.416186,-122.10812
147-08-053,"4050 Middlefield Rd, Palo Alto",sanantonio,1/2mi,PF (D); PF,,Cannot assess for this zone.,65,1366294,,none,37.416186,-122.10812
147-09-041,"200 San Antonio Rd, Palo Alto",sanantonio,1/4mi,ROLM,,Cannot assess for this zone.,75,87162,1966,none,37.409902,-122.10663
147-09-051,,sanantonio,1/4mi,PF,,Cannot assess for this zone.,75,25600,,none,37.409607,-122.107807
147-09-056,,sanantonio,1/4mi,ROLM,,Cannot assess for this zone.,75,54459,,none,37.410685,-122.10625
147-09-057,,sanantonio,1/4mi,ROLM,,Cannot assess for this zone.,75,2103,,none,37.411128,-122.10625
147-09-066,,sanantonio,1/2mi,PC-2640,,Cannot assess for this zone.,65,28287,1899,none,37.414023,-122.103493
147-09-067,"650 San Antonio Rd, Palo Alto",sanantonio,1/2mi,PC-2640,,Cannot assess for this zone.,65,258466,1973,none,37.413353,-122.102253
147-09-067,"640 San Antonio Rd, Palo Alto",sanantonio,1/2mi,PC-2640,,Cannot assess for this zone.,65,258466,1973,none,37.413353,-122.102253
147-09-067,"644 San Antonio Rd, Palo Alto",sanantonio,1/2mi,PC-2640,,Cannot assess for this zone.,65,258466,1973,none,37.413353,-122.102253
147-09-067,"648 San Antonio Rd, Palo Alto",sanantonio,1/2mi,PC-2640,,Cannot assess for this zone.,65,258466,1973,none,37.413353,-122.102253
147-09-067,"646 San Antonio Rd, Palo Alto",sanantonio,1/2mi,PC-2640,,Cannot assess for this zone.,65,258466,1973,none,37.413353,-122.102253
147-09-067,"632 San Antonio Rd, Palo Alto",sanantonio,1/2mi,PC-2640,,Cannot assess for this zone.,65,258466,1973,none,37.413353,-122.102253
147-09-067,"642 San Antonio Rd, Palo Alto",sanantonio,1/2mi,PC-2640,,Cannot assess for this zone.,65,258466,1973,none,37.413353,-122.102253
147-09-067,"630 San Antonio Rd, Palo Alto",sanantonio,1/2mi,PC-2640,,Cannot assess for this zone.,65,258466,1973,none,37.413353,-122.102253
147-09-067,"634 San Antonio Rd, Palo Alto",sanantonio,1/2mi,PC-2640,,Cannot assess for this zone.,65,258466,1973,none,37.413353,-122.102253
147-09-067,"636 San Antonio Rd, Palo Alto",sanantonio,1/2mi,PC-2640,,Cannot assess for this zone.,65,258466,1973,none,37.413353,-122.102253
147-09-067,"638 San Antonio Rd, Palo Alto",sanantonio,1/2mi,PC-2640,,Cannot assess for this zone.,65,258466,1973,none,37.413353,-122.102253
147-09-069,,sanantonio,1/4mi,RM-30; ROLM,,Cannot assess for this zone.,75,33769,,none,37.411236,-122.105767
147-09-072,,sanantonio,1/4mi,ROLM,,Cannot assess for this zone.,75,1657,,none,37.410564,-122.106718
147-09-073,"490 San Antonio Rd, Palo Alto",sanantonio,1/2mi,ROLM,,Cannot assess for this zone.,65,180179,1971,none,37.413295,-122.104124
147-09-073,"450 San Antonio Rd, Palo Alto",sanantonio,1/2mi,ROLM,,Cannot assess for this zone.,65,180179,1971,none,37.413295,-122.104124
147-09-073,"560 San Antonio Rd, Palo Alto",sanantonio,1/2mi,ROLM,,Cannot assess for this zone.,65,180179,1971,none,37.413295,-122.104124
147-09-073,"470 San Antonio Rd, Palo Alto",sanantonio,1/2mi,ROLM,,Cannot assess for this zone.,65,180179,1971,none,37.413295,-122.104124
147-15-001,"495 Ferne Av, Palo Alto",sanantonio,1/2mi,R-1 (8000),30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,10307,1956,none,37.414056,-122.104814
147-15-002,"491 Ferne Av, Palo Alto",sanantonio,1/2mi,R-1 (8000),30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,8030,1956,none,37.414202,-122.105036
147-15-003,"485 Ferne Av, Palo Alto",sanantonio,1/2mi,R-1 (8000),30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,8030,1956,none,37.414327,-122.105233
147-15-004,"479 Ferne Av, Palo Alto",sanantonio,1/2mi,R-1 (8000),30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,8030,1956,none,37.414451,-122.10543
147-15-005,"473 Ferne Av, Palo Alto",sanantonio,1/2mi,R-1 (8000),30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,8030,1956,none,37.414576,-122.105627
147-15-005,"473 Ferne Av, Palo Alto #A",sanantonio,1/2mi,R-1 (8000),30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,8030,1956,none,37.414576,-122.105627
147-15-006,"467 Ferne Av, Palo Alto",sanantonio,1/2mi,R-1 (8000),30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,8030,1956,none,37.4147,-122.105824
147-15-007,"461 Ferne Av, Palo Alto",sanantonio,1/2mi,R-1 (8000),30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,8030,1956,none,37.414825,-122.106021
147-15-008,"455 Ferne Av, Palo Alto",sanantonio,1/2mi,R-1 (8000),30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,8030,1956,none,37.41495,-122.106218
147-15-009,"449 Ferne Av, Palo Alto",sanantonio,1/2mi,R-1 (8000),30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,8136,1956,none,37.415075,-122.106416
147-15-010,"443 Ferne Av, Palo Alto",sanantonio,1/2mi,R-1 (8000),30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,8405,1956,none,37.415229,-122.106611
147-15-011,"437 Ferne Av, Palo Alto",sanantonio,1/2mi,R-1 (8000),30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,13242,1956,none,37.415348,-122.106916
147-15-012,"431 Ferne Av, Palo Alto",sanantonio,1/2mi,R-1 (8000),30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,9731,1956,none,37.415142,-122.107148
147-15-013,"425 Ferne Av, Palo Alto",sanantonio,1/2mi,R-1 (8000),30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,8395,1956,none,37.414957,-122.107304
147-15-014,"419 Ferne Av, Palo Alto",sanantonio,1/2mi,R-1 (8000),30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,8395,1956,none,37.4148,-122.10746
