apn,address,station,band,current_zone,current_max_height_ft,current_max_height_raw,sb79_floor_ft,lot_sf,year_built,historic_status,lat,lon
120-14-070,"320 Kipling St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5625,1996,none,37.448852,-122.162073
120-14-071,"328 Kipling St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5625,1921,none,37.448767,-122.161938
120-14-072,"330 Kipling St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,4219,1909,none,37.448693,-122.16182
120-14-072,"332 Kipling St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,4219,1909,none,37.448693,-122.16182
120-14-073,"340 Kipling St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,4219,1912,none,37.448629,-122.161718
120-14-074,"344 Kipling St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,2250,1926,none,37.448612,-122.161587
120-14-074,"348 Kipling St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,2250,1926,none,37.448612,-122.161587
120-14-075,"437 Lytton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,12188,1969,none,37.44846,-122.161503
120-14-076,"411 Lytton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,2843,1900,Category 2,37.448261,-122.161629
120-14-077,"407 Lytton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,2850,1925,none,37.448136,-122.161716
120-14-077,"401 Lytton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,2850,1925,none,37.448136,-122.161716
120-14-078,"385 Waverley St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,3607,1916,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.448252,-122.161815
120-14-079,"373 Waverley St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5625,1920,none,37.448354,-122.161908
120-14-079,"375 Waverley St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5625,1920,none,37.448354,-122.161908
120-14-079,"377 Waverley St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5625,1920,none,37.448354,-122.161908
120-14-080,"333 Waverley St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5625,1910,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.44844,-122.162043
120-14-081,"327 Waverley St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5625,1902,Found Not CRHR Eligible by Page Turnbull; 2023-06-23,37.448525,-122.162178
120-14-081,"327 Waverley St, Palo Alto #A",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5625,1902,Found Not CRHR Eligible by Page Turnbull; 2023-06-23,37.448525,-122.162178
120-14-082,"325 Waverley St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5625,1909,none,37.44861,-122.162313
120-14-083,"313 Waverley St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,2190,1902,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.448635,-122.162464
120-14-084,"310 Waverley St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,7500,1998,none,37.448283,-122.162857
120-14-085,"316 Waverley St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5250,1900,none,37.448211,-122.162742
120-14-085,"318 Waverley St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5250,1900,none,37.448211,-122.162742
120-14-086,"326 Waverley St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6000,1902,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.448147,-122.162641
120-14-086,"324 Waverley St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,6000,1902,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.448147,-122.162641
120-14-087,"330 Waverley St, Palo Alto #2",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5625,1902,none,37.448081,-122.162536
120-14-087,"332 Waverley St, Palo Alto #2",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5625,1902,none,37.448081,-122.162536
120-14-087,"330 Waverley St, Palo Alto #3",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5625,1902,none,37.448081,-122.162536
120-14-087,"332 Waverley St, Palo Alto #1",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5625,1902,none,37.448081,-122.162536
120-14-087,"332 Waverley St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5625,1902,none,37.448081,-122.162536
120-14-087,"330 Waverley St, Palo Alto #1",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5625,1902,none,37.448081,-122.162536
120-14-087,"330 Waverley St, Palo Alto",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,5625,1902,none,37.448081,-122.162536
120-14-088,,univ,1/2mi,PF,,Cannot assess for this zone.,65,21075,,none,37.447759,-122.162538
120-14-091,"369 Lytton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,2150,1931,none,37.44767,-122.162162
120-14-092,"361 Lytton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5500,1965,none,37.44762,-122.16236
120-14-095,,univ,1/4mi,PF,,Cannot assess for this zone.,75,3300,,none,37.447149,-122.16314
120-14-097,"319 Bryant St, Palo Alto",univ,1/4mi,RMD (NP),,Cannot assess for this zone.,75,5000,1916,none,37.447305,-122.163388
120-14-098,"315 Bryant St, Palo Alto",univ,1/4mi,RMD (NP),,Cannot assess for this zone.,75,5000,1916,none,37.44739,-122.163523
120-14-099,"311 Bryant St, Palo Alto",univ,1/4mi,RMD (NP),,Cannot assess for this zone.,75,5000,1965,none,37.447475,-122.163658
120-14-099,"309 Bryant St, Palo Alto",univ,1/4mi,RMD (NP),,Cannot assess for this zone.,75,5000,1965,none,37.447475,-122.163658
120-14-099,"307 Bryant St, Palo Alto",univ,1/4mi,RMD (NP),,Cannot assess for this zone.,75,5000,1965,none,37.447475,-122.163658
120-14-101,"305 Lytton Av, Palo Alto",univ,1/4mi,CD-C (P),,Cannot assess for this zone.,75,9900,1976,none,37.447016,-122.162958
120-14-102,"325 Lytton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,28267,2009,none,37.447357,-122.162774
120-14-104,"342 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,603,1981,none,37.449283,-122.161097
120-14-105,"332 Cowper St, Palo Alto #2",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,702,1981,none,37.44937,-122.161233
120-14-105,"332 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,702,1981,none,37.44937,-122.161233
120-14-106,"340 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,631,1981,none,37.449233,-122.161145
120-14-107,"334 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,745,1981,none,37.449319,-122.161284
120-14-107,"334 Cowper St, Palo Alto #4",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,745,1981,none,37.449319,-122.161284
120-14-108,"338 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,647,1981,none,37.44919,-122.16121
120-14-109,"336 Cowper St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,605,1981,none,37.44926,-122.161325
120-14-109,"336 Cowper St, Palo Alto #6",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,605,1981,none,37.44926,-122.161325
120-14-110,"335 Bryant St, Palo Alto",univ,1/4mi,CD-C (P),,Cannot assess for this zone.,75,5550,1980,none,37.447231,-122.16324
120-14-111,"379 Lytton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,17650,1985,none,37.447888,-122.16217
120-14-112,"418 Everett Av, Palo Alto #418",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,1003,1985,none,37.448933,-122.162409
120-14-113,"420 Everett Av, Palo Alto #420",univ,1/2mi,RMD (NP),,Cannot assess for this zone.,65,1138,1985,none,37.448871,-122.162315
120-14-114,"331 Everett Av, Palo Alto",univ,1/2mi,PC-4339,,Cannot assess for this zone.,65,3163,1997,none,37.448234,-122.163625
120-14-115,"335 Everett Av, Palo Alto",univ,1/2mi,PC-4339,,Cannot assess for this zone.,65,3700,1997,none,37.448341,-122.163796
120-14-116,"336 Bryant Ct, Palo Alto",univ,1/2mi,PC-4339,,Cannot assess for this zone.,65,2198,1997,none,37.448476,-122.163953
120-14-117,"318 Bryant Ct, Palo Alto",univ,1/2mi,PC-4339,,Cannot assess for this zone.,65,2069,1997,none,37.448404,-122.164024
120-14-118,"316 Bryant Ct, Palo Alto",univ,1/2mi,PC-4339,,Cannot assess for this zone.,65,2069,1997,none,37.448334,-122.164093
120-14-119,"312 Bryant Ct, Palo Alto",univ,1/2mi,PC-4339,,Cannot assess for this zone.,65,2070,1997,none,37.448264,-122.164162
120-14-120,"310 Bryant Ct, Palo Alto",univ,1/2mi,PC-4339,,Cannot assess for this zone.,65,2069,1997,none,37.448195,-122.164231
120-14-121,"308 Bryant Ct, Palo Alto",univ,1/2mi,PC-4339,,Cannot assess for this zone.,65,2324,1997,none,37.448121,-122.164304
120-14-122,"315 Everett Av, Palo Alto",univ,1/2mi,PC-4339,,Cannot assess for this zone.,65,3233,1997,none,37.44802,-122.164114
120-14-123,"313 Everett Av, Palo Alto",univ,1/2mi,PC-4339,,Cannot assess for this zone.,65,3054,1997,none,37.447919,-122.163938
120-14-124,"317 Everett Av, Palo Alto",univ,1/2mi,PC-4339,,Cannot assess for this zone.,65,2908,1997,none,37.448029,-122.163829
120-14-125,"321 Everett Av, Palo Alto",univ,1/2mi,PC-4339,,Cannot assess for this zone.,65,5424,1997,none,37.448187,-122.163821
120-14-126,"319 Everett Av, Palo Alto",univ,1/2mi,PC-4339,,Cannot assess for this zone.,65,3738,1997,none,37.448131,-122.164004
120-14-127,"221 Kipling St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,11250,1908,none,37.449943,-122.162902
120-14-128,"342 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,2516,1926,none,37.448782,-122.16448
120-14-129,"345 Bryant Ct, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,1076,2006,none,37.44859,-122.164191
120-14-130,"318 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,4908,1950,none,37.448463,-122.164812
120-14-131,"317 Bryant Ct, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,3165,1950,none,37.448321,-122.164539
120-14-131,"315 Bryant Ct, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,3165,1950,none,37.448321,-122.164539
120-14-131,"313 Bryant Ct, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,3165,1950,none,37.448321,-122.164539
120-14-132,"326 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,4173,1922,none,37.448584,-122.164724
120-14-133,"323 Bryant Ct, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,5354,1922,none,37.448423,-122.164468
120-14-133,"321 Bryant Ct, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,5354,1922,none,37.448423,-122.164468
120-14-133,"325 Bryant Ct, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,5354,1922,none,37.448423,-122.164468
120-14-134,"356 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,1102,2020,none,37.44903,-122.164316
120-14-135,"358 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,1102,2020,none,37.448939,-122.164179
120-14-136,"357 Bryant Ct, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,1102,2020,none,37.448823,-122.163995
120-15-002,"314 Lytton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,4650,1963,none,37.44689,-122.162313
120-15-003,"408 Florence St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,6975,1957,none,37.447024,-122.162179
120-15-003,"412 Florence St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,6975,1957,none,37.447024,-122.162179
120-15-003,"332 Lytton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,6975,1957,none,37.447024,-122.162179
120-15-003,"330 Lytton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,6975,1957,none,37.447024,-122.162179
120-15-004,"401 Florence St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,3397,1910,Category 2,37.447341,-122.161975
120-15-005,"366 Lytton Av, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,1440,1901,none,37.447462,-122.161855
120-15-006,"390 Lytton Av, Palo Alto",univ,1/2mi,PC-4436,,Cannot assess for this zone.,65,9811,1999,none,37.447569,-122.161639
120-15-007,"401 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,9811,1977,none,37.447956,-122.161256
120-15-007,"405 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,9811,1977,none,37.447956,-122.161256
120-15-010,"405 Kipling St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5962,1900,Category 4,37.448575,-122.16073
120-15-013,"420 Cowper St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,11250,1952,none,37.448619,-122.160175
120-15-013,"430 Cowper St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,11250,1952,none,37.448619,-122.160175
120-15-014,"440 Cowper St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,6255,1900,none,37.448478,-122.159988
120-15-015,"475 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,15063,1946,none,37.448242,-122.159782
120-15-015,"479 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,15063,1946,none,37.448242,-122.159782
120-15-015,"473 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,15063,1946,none,37.448242,-122.159782
120-15-015,"477 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,15063,1946,none,37.448242,-122.159782
120-15-016,"499 University Av, Palo Alto",univ,1/2mi,PC-4296,,Cannot assess for this zone.,65,6500,1997,none,37.448371,-122.159608
120-15-016,"480 Cowper St, Palo Alto",univ,1/2mi,PC-4296,,Cannot assess for this zone.,65,6500,1997,none,37.448371,-122.159608
120-15-017,"463 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,2675,1945,none,37.448055,-122.159871
120-15-018,"451 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,5350,1938,none,37.447975,-122.159951
120-15-019,"443 Kipling St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5737,1894,Category 4,37.448176,-122.160121
120-15-020,"437 Kipling St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,3420,1902,Category 2; Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.448242,-122.16025
120-15-021,"433 Kipling St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5625,1906,Category 4,37.448334,-122.160348
120-15-021,"431 Kipling St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5625,1906,Category 4,37.448334,-122.160348
120-15-022,"421 Kipling St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5625,1904,Category 3,37.448419,-122.160483
120-15-022,"423 Kipling St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5625,1904,Category 3,37.448419,-122.160483
120-15-023,"411 Kipling St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,4500,1902,Category 4,37.448496,-122.160604
120-15-027,"444 Kipling St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5062,1946,none,37.44786,-122.160499
120-15-027,"440 Kipling St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5062,1946,none,37.44786,-122.160499
120-15-030,"423 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,2750,1927,Category 3,37.447573,-122.160355
120-15-031,"419 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,5500,1926,Category 3,37.447492,-122.160435
120-15-031,"415 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,5500,1926,Category 3,37.447492,-122.160435
120-15-031,"417 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,5500,1926,Category 3,37.447492,-122.160435
120-15-032,"405 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,5000,1926,none,37.447376,-122.160529
120-15-032,"403 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,5000,1926,none,37.447376,-122.160529
120-15-033,"453 Waverley St, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,500,1950,none,37.44747,-122.160677
120-15-034,"443 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,4748,1949,none,37.447625,-122.160732
120-15-034,"439 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,4748,1949,none,37.447625,-122.160732
120-15-034,"441 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,4748,1949,none,37.447625,-122.160732
120-15-036,"425 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,3956,1908,none,37.447781,-122.160978
120-15-037,"419 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,3956,1908,none,37.447845,-122.16108
120-15-038,"416 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5275,1956,none,37.447447,-122.161446
120-15-038,"418 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5275,1956,none,37.447447,-122.161446
120-15-038,"420 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5275,1956,none,37.447447,-122.161446
120-15-038,"422 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5275,1956,none,37.447447,-122.161446
120-15-038,"424 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5275,1956,none,37.447447,-122.161446
120-15-039,"426 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5275,1920,none,37.447362,-122.161311
120-15-040,"436 Waverley St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,4748,1951,Found Not CRHR Eligible by Page Turnbull; 20190815,37.447281,-122.161183
120-15-041,"383 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,3375,1923,none,37.447196,-122.160784
120-15-042,"379 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,3375,1920,none,37.447142,-122.160838
120-15-043,"375 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,6750,1920,none,37.447061,-122.160918
120-15-044,"367 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,3375,1919,Category 4,37.44698,-122.160998
120-15-045,"355 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,13500,2018,none,37.446846,-122.161131
120-15-045,"461 Florence St, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,13500,2018,none,37.446846,-122.161131
120-15-045,"353 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,13500,2018,none,37.446846,-122.161131
120-15-046,"431 Florence St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5062,1991,none,37.447046,-122.161415
120-15-048,"420 Florence St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5625,1982,Category 3,37.446862,-122.162026
120-15-048,"418 Florence St, Palo Alto",univ,1/2mi,CD-C (P),,Cannot assess for this zone.,65,5625,1982,Category 3,37.446862,-122.162026
120-15-050,"335 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,7450,1925,none,37.44652,-122.161377
120-15-050,"339 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,7450,1925,none,37.44652,-122.161377
120-15-050,"337 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,7450,1925,none,37.44652,-122.161377
120-15-053,,univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,2500,,none,37.446304,-122.161591
120-15-054,,univ,1/4mi,CD-C (GF)(P),,Cannot assess for this zone.,75,2375,,none,37.446246,-122.161638
120-15-055,"301 University Av, Palo Alto",univ,1/4mi,CD-C (GF)(P),,Cannot assess for this zone.,75,4750,1984,none,37.446165,-122.161718
120-15-057,"300 University Av, Palo Alto",univ,1/4mi,CD-C (GF)(P),,Cannot assess for this zone.,75,12500,2009,none,37.445904,-122.161165
120-15-057,"310 University Av, Palo Alto",univ,1/4mi,CD-C (GF)(P),,Cannot assess for this zone.,75,12500,2009,none,37.445904,-122.161165
120-15-058,"320 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,8000,1926,none,37.446081,-122.16099
120-15-058,"322 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,8000,1926,none,37.446081,-122.16099
120-15-058,"318 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,8000,1926,none,37.446081,-122.16099
120-15-058,"324 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,8000,1926,none,37.446081,-122.16099
120-15-059,"326 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,8000,1926,none,37.446219,-122.160853
120-15-059,"338 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,8000,1926,none,37.446219,-122.160853
120-15-059,"328 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,8000,1926,none,37.446219,-122.160853
120-15-060,"340 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,9250,2013,none,37.44629,-122.16065
120-15-062,"374 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,2850,1925,none,37.446651,-122.16049
120-15-062,"370 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,2850,1925,none,37.446651,-122.16049
120-15-063,"376 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,2375,1925,none,37.446711,-122.160431
120-15-064,"380 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,2375,2009,none,37.446764,-122.160378
120-15-064,"382 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,2375,2009,none,37.446764,-122.160378
120-15-065,"502 Waverley St, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,4750,1935,Category 3,37.446845,-122.160298
120-15-065,"388 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,4750,1935,Category 3,37.446845,-122.160298
120-15-065,"386 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,4750,1935,Category 3,37.446845,-122.160298
120-15-065,"384 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,4750,1935,Category 3,37.446845,-122.160298
120-15-065,"394 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,4750,1935,Category 3,37.446845,-122.160298
120-15-065,"396 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,4750,1935,Category 3,37.446845,-122.160298
120-15-066,"400 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,10000,1966,none,37.447176,-122.160003
120-15-067,"432 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,6138,1927,none,37.447324,-122.159762
120-15-067,"428 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,6138,1927,none,37.447324,-122.159762
120-15-068,"452 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,6788,1920,Category 2 (Birge Clark),37.44752,-122.159662
120-15-068,"436 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,6788,1920,Category 2 (Birge Clark),37.44752,-122.159662
120-15-068,"444 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,6788,1920,Category 2 (Birge Clark),37.44752,-122.159662
120-15-068,"448 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,6788,1920,Category 2 (Birge Clark),37.44752,-122.159662
120-15-068,"440 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,6788,1920,Category 2 (Birge Clark),37.44752,-122.159662
120-15-069,"456 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,20461,1926,Category 1 (Varsity Theater),37.44739,-122.159404
120-15-070,"476 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,5438,1927,Category 2,37.447764,-122.159436
120-15-070,"464 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,5438,1927,Category 2,37.447764,-122.159436
120-15-070,"468 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,5438,1927,Category 2,37.447764,-122.159436
120-15-070,"470 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,5438,1927,Category 2,37.447764,-122.159436
120-15-070,"460 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,5438,1927,Category 2,37.447764,-122.159436
120-15-070,"472 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,5438,1927,Category 2,37.447764,-122.159436
120-15-071,"488 University Av, Palo Alto",univ,1/2mi,CD-C (GF)(P),,Cannot assess for this zone.,65,9425,1929,Category 2,37.447985,-122.159217
